;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;x;;;;
#;;;;;;;;;;;;;;Decisions;;;;
ITA_presidential_dictatorship;Italian Republic;;;;;;;;;;;;;
ITA_ADJ;Italian;;;;;;;;;;;;;
SAR;Savoy;;;;;;;;;;;;;
SAR_ADJ;Savoyard;;;;;;;;;;;;;
GRE;Greece;;;;;;;;;;;;;
GRE_ADJ;Greek;;;;;;;;;;;;;
BOH;Bohemia;;;;;;;;;;;;;
BOH_absolute_monarchy;Kingdom of Bohemia;;;;;;;;;;;;;
BOH_prussian_constitutionalism;Kingdom of Bohemia;;;;;;;;;;;;;
BOH_hms_government;Kingdom of Bohemia;;;;;;;;;;;;;
BOH_fascist_dictatorship;Bohemian State;;;;;;;;;;;;;
BOH_proletarian_dictatorship;Bohemian SR;;;;;;;;;;;;;
BOH_democracy;Bohemian Republic;;;;;;;;;;;;;
BOH_presidential_dictatorship;Bohemian Republic;;;;;;;;;;;;;
BOH_ADJ;Bohemian;;;;;;;;;;;;;
MNR;Munster;;;;;;;;;;;;;
MNR_ADJ;Munsterian;;;;;;;;;;;;;
BEG;Berg;;;;;;;;;;;;;
BEG_ADJ;Bergian;;;;;;;;;;;;;
FRI;East Frisia;;;;;;;;;;;;;
FRI_ADJ;Frisian;;;;;;;;;;;;;
THU;Thuringia;;;;;;;;;;;;;
THU_ADJ;Thuringian;;;;;;;;;;;;;
TIR;Tyrol;;;;;;;;;;;;;
TIR_ADJ;Tyrolian;;;;;;;;;;;;;
MAC;Macedonia;;;;;;;;;;;;;
MAC_ADJ;Macedonian;;;;;;;;;;;;;
BYE;White Ruthenia;;;;;;;;;;;;;
BYE_ADJ;White Ruthenian;;;;;;;;;;;;;
UKR;Ruthenia;;;;;;;;;;;;;
UKR_ADJ;Ruthenia;;;;;;;;;;;;;
MUS;Muscovy;;;;;;;;;;;;;
MUS_ADJ;Muscovite;;;;;;;;;;;;;
SCA;Scandinavia;;;;;;;;;;;;;
SCA_absolute_monarchy;Scandinavian Empire;;;;;;;;;;;;;
SCA_prussian_constitutionalism;Scandinavian Empire;;;;;;;;;;;;;
SCA_hms_government;Scandinavian Empire;;;;;;;;;;;;;
SCA_fascist_dictatorship;Scandinavian State;;;;;;;;;;;;;
SCA_proletarian_dictatorship;Scandinavian SFR;;;;;;;;;;;;;
SCA_democracy;Scandinavian Federation;;;;;;;;;;;;;
SCA_presidential_dictatorship;Scandinavian Federation;;;;;;;;;;;;;
SCA_ADJ;Scandinavian;;;;;;;;;;;;;
PSV;Peskov;;;;;;;;;;;;;
PSV_ADJ;Peskovian;;;;;;;;;;;;;
NOV;Novgorod;;;;;;;;;;;;;
NOV_ADJ;Novgorodian;;;;;;;;;;;;;
NOG;Nogai Horde;;;;;;;;;;;;;
NOG_ADJ;Nogai;;;;;;;;;;;;;
ASK;Astrakhan;;;;;;;;;;;;;
ASK_ADJ;Astrakhani;;;;;;;;;;;;;
AFS;Afsharids;;;;;;;;;;;;;
AFS_ADJ;Afsharid;;;;;;;;;;;;;
CLM;Colombia;;;;;;;;;;;;;
CLM_absolute_monarchy;Empire of Colombia;;;;;;;;;;;;;
CLM_prussian_constitutionalism;Empire of Colombia;;;;;;;;;;;;;
CLM_hms_government;Empire of Colombia;;;;;;;;;;;;;
CLM_fascist_dictatorship;Colombian State;;;;;;;;;;;;;
CLM_proletarian_dictatorship;Colombian SFR;;;;;;;;;;;;;
CLM_democracy;Republic of Colombia;;;;;;;;;;;;;
CLM_presidential_dictatorship;Republic of Colombia;;;;;;;;;;;;;
CLM_ADJ;Colombian;;;;;;;;;;;;;
NAN;Beornia;;;;;;;;;;;;;
NAN_ADJ;Beornian;;;;;;;;;;;;;
SIB;Sibir;;;;;;;;;;;;;
SIB_ADJ;Sibirian;;;;;;;;;;;;;
VIJ;Vijayanagar;;;;;;;;;;;;;
VIJ_ADJ;Sibirian;;;;;;;;;;;;;
CHG;Dzungar Khanate;;;;;;;;;;;;;
CHG_ADJ;Dzungar;;;;;;;;;;;;;
INC_absolute_monarchy;Inca Empire;;;;;;;;;;;;;
INC_prussian_constitutionalism;Inca Empire;;;;;;;;;;;;;
INC_hms_government;Inca Empire;;;;;;;;;;;;;
INC_fascist_dictatorship;Inca State;;;;;;;;;;;;;
INC_proletarian_dictatorship;Incan SR;;;;;;;;;;;;;
INC_democracy;Inca Republic;;;;;;;;;;;;;
INC_presidential_dictatorship;Inca Republic;;;;;;;;;;;;;
INC_ADJ;Inca;;;;;;;;;;;;;
LOT;Lotharingia;;;;;;;;;;;;;
LOT_ADJ;Lotharingian;;;;;;;;;;;;;
AMA;Amazonie;;;;;;;;;;;;;
AMA_ADJ;Amazonian;;;;;;;;;;;;;
MOR;Maghreb;;;;;;;;;;;;;
MOR_ADJ;Maghrebi;;;;;;;;;;;;;
FRR;Ferrara;;;;;;;;;;;;;
FRR_ADJ;Ferraran;;;;;;;;;;;;;
NBG;Belgium;;;;;;;;;;;;;
NBG_ADJ;Belgian;;;;;;;;;;;;;
VIN;Vinland;;;;;;;;;;;;;
VIN_ADJ;Vinlandic;;;;;;;;;;;;;
PLA;Plantagenia;;;;;;;;;;;;;
PLA_ADJ;Plantagenian;;;;;;;;;;;;;
DNG;Xifang;;;;;;;;;;;;;
DNG_ADJ;Xifang;;;;;;;;;;;;;
#;;;;;;;;;;;;;;RGOs;;;;
opium;Copium;Copium;Copium;;Copium;;;;;;;;;x;;;;
#;;;;;;;;;;;;;;States;;;;
ENG_2131;Falklands and South Georgia;Falklands and South Georgia;Falklands and South Georgia;;Falklands and South Georgia;;;;;;;;;x;
#;;;;;;;;;;;;;;Governments;;;;
absolute_empire;Absolute Monarchy;Absolute Monarchy;Absolute Monarchy;;Absolute Monarchy;;;;;;;;;x;;;;
semi_constitutional_empire;Semi-Constitutional Monarchy;Semi-Constitutional Monarchy;Semi-Constitutional Monarchy;;Semi-Constitutional Monarchy;;;;;;;;;x;;;;
constitutional_empire;Constitutional Monarchy;Constitutional Monarchy;Constitutional Monarchy;;Constitutional Monarchy;;;;;;;;;x;;;;
#;;;;;;;;;;;;;;Pol Parties;;;;
FRA_reactionary;Légitimiste;;;;;;;;;;;;;
FRA_reactionary_2;Droite Nationaliste;;;;;;;;;;;;;
FRA_liberal;Républicain;;;;;;;;;;;;;
FRA_liberal_2;Union libérale;;;;;;;;;;;;;
FRA_liberal_3;Républicain Libéral;;;;;;;;;;;;;
FRA_conservative;Orléaniste;;;;;;;;;;;;;
FRA_conservative_2;Bonapartiste;;;;;;;;;;;;;
FRA_conservative_3;Républicain modéré;;;;;;;;;;;;;
FRA_conservative_4;Orléaniste;;;;;;;;;;;;;
FRA_conservative_5;Royaliste;;;;;;;;;;;;;
FRA_socialist;Républicain démocratique;;;;;;;;;;;;;
FRA_socialist_2;Possibilistes;;;;;;;;;;;;;
FRA_socialist_3;SFIO;;;;;;;;;;;;;
FRA_communist;Parti Ouvrier Français;;;;;;;;;;;;;
FRA_fascist;Parti Franciste;;;;;;;;;;;;;
